speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,72.1689999998,alive,airbag,belted,1,m,23,1999,1998,deploy,driver,1,2
10-24,55.6769999997,alive,none,belted,1,f,18,1998,1990,unavail,driver,0,1
25-39,113.6659999993,alive,airbag,belted,1,m,21,2001,1998,deploy,driver,1,0
1-9km/h,249.4329999983,alive,airbag,belted,0,m,51,1998,1997,nodeploy,driver,0,3
25-39,36.0319999997,alive,none,belted,1,m,51,2002,1987,unavail,driver,0,1
10-24,222.0019999985,alive,none,belted,0,f,47,1997,1988,unavail,driver,0,0
1-9km/h,21.6269999999,alive,airbag,belted,0,m,34,2000,1997,nodeploy,pass,0,1
25-39,36.6549999998,alive,airbag,none,1,f,19,2002,1999,deploy,pass,1,3
1-9km/h,18.808,alive,airbag,belted,1,f,27,1999,1997,nodeploy,driver,0,3
25-39,0,alive,airbag,none,1,f,28,2001,2001,deploy,driver,1,2
25-39,15.0759999999,alive,airbag,belted,1,m,24,1999,1996,deploy,driver,1,3
10-24,9.9289999999,alive,airbag,belted,1,f,70,2002,1997,deploy,pass,1,3
10-24,390.2799999975,alive,airbag,belted,1,f,21,2001,1999,deploy,driver,1,1
40-54,124.1219999995,alive,none,belted,1,m,55,2001,1994,unavail,pass,0,2
25-39,554.6929999962,alive,airbag,belted,1,f,36,1998,1995,deploy,driver,1,1
25-39,699.5319999978,alive,none,belted,1,f,19,2000,1993,unavail,pass,0,1
25-39,816.6469999999,alive,none,belted,1,m,51,1999,1980,unavail,driver,0,2
10-24,0,alive,airbag,belted,1,f,31,1999,1998,deploy,pass,1,2
25-39,62.2149999999,alive,airbag,none,1,f,25,2002,2001,deploy,driver,1,1
10-24,86.2209999999,alive,airbag,belted,1,f,38,2000,1991,deploy,driver,1,3
1-9km/h,29.1529999999,alive,airbag,belted,0,f,42,2002,1999,nodeploy,driver,0,3
40-54,47.5029999996,alive,none,belted,0,f,22,1998,1990,unavail,driver,0,3
25-39,297.4339999966,alive,airbag,belted,0,m,55,2002,2002,nodeploy,driver,0,1
40-54,208.9199999999,alive,airbag,none,1,m,37,2002,1999,deploy,driver,1,3
55+,6.645,dead,none,none,1,f,37,1998,1979,unavail,driver,0,4
25-39,6.964,alive,airbag,none,1,m,55,1999,1995,deploy,driver,1,1
25-39,3017.6809999943,alive,none,belted,1,f,17,2001,1992,unavail,driver,0,0
40-54,1288.4499999881,alive,airbag,belted,1,f,38,2002,1996,deploy,driver,1,2
10-24,565.6829999983,alive,none,belted,1,f,18,1999,1992,unavail,driver,0,0
55+,4.96,alive,airbag,belted,1,f,,1999,1995,deploy,driver,1,3
40-54,220.1289999988,alive,airbag,none,1,m,16,2002,2000,deploy,driver,1,0
25-39,720.4529999942,alive,airbag,belted,0,f,49,1998,1996,nodeploy,driver,0,0
10-24,1409.1149999946,alive,airbag,belted,1,m,21,2001,1996,deploy,pass,1,0
40-54,18.3309999998,alive,none,none,1,m,18,1999,1990,unavail,driver,0,3
25-39,193.3529999983,alive,airbag,belted,0,f,16,2002,1990,deploy,driver,1,3
10-24,18.8259999999,alive,none,belted,0,m,48,2002,1984,unavail,driver,0,0
10-24,20.862,alive,airbag,belted,1,m,19,2001,1999,deploy,driver,1,0
10-24,40.8629999999,alive,airbag,belted,0,m,21,2001,1993,nodeploy,pass,0,1
25-39,87.6549999993,alive,none,belted,1,m,74,2000,1988,unavail,driver,0,2
10-24,38.9939999999,alive,airbag,belted,1,m,41,2002,1995,nodeploy,driver,0,2
10-24,107.6769999992,alive,none,none,0,m,16,2001,1986,unavail,pass,0,1
40-54,1744.0869999975,alive,none,none,1,m,23,1998,1981,unavail,driver,0,0
10-24,35.7969999998,alive,none,none,0,m,27,1999,1990,unavail,pass,0,3
25-39,55.9049999998,alive,airbag,belted,0,m,20,2000,1994,nodeploy,driver,0,3
10-24,140.8929999992,alive,airbag,belted,1,f,67,2001,1995,deploy,pass,1,1
10-24,374.3439999968,alive,airbag,none,1,m,29,2002,2001,deploy,driver,1,0
55+,124.1219999995,alive,airbag,belted,1,m,19,2001,1995,deploy,pass,1,2
10-24,18.4809999999,alive,airbag,belted,1,f,18,2002,2000,deploy,driver,1,1
55+,33.9149999996,dead,airbag,none,0,m,19,2001,2000,deploy,driver,1,4
25-39,69.5699999994,alive,none,belted,1,f,80,2000,1989,unavail,driver,0,3
10-24,7042.5059999824,alive,none,none,1,f,41,1998,1985,unavail,driver,0,0
10-24,957.8059999943,alive,airbag,belted,1,m,31,2001,1995,deploy,driver,1,1
40-54,23.4939999999,alive,none,none,0,m,34,1997,1992,unavail,pass,0,3
25-39,45.6529999999,alive,airbag,belted,1,m,44,2001,2000,deploy,driver,1,1
1-9km/h,301.8549999967,alive,airbag,belted,0,m,55,2002,1992,nodeploy,driver,0,1
10-24,24.828,alive,airbag,belted,0,m,69,2002,1991,nodeploy,driver,0,4
10-24,56.2819999997,alive,none,belted,0,m,38,1998,1985,unavail,driver,0,3
10-24,632.3329999968,alive,none,belted,1,m,20,1998,1991,unavail,driver,0,0
1-9km/h,614.1709999964,alive,airbag,belted,1,f,23,2002,2001,deploy,driver,1,1
10-24,336.2649999969,alive,none,belted,0,f,38,1999,1992,unavail,driver,0,0
55+,216.379999999,alive,airbag,belted,1,f,16,2001,1994,deploy,driver,1,3
55+,58.0379999997,alive,none,none,1,m,37,2002,1979,unavail,pass,0,3
10-24,3.318,alive,airbag,belted,0,m,54,1999,1996,nodeploy,driver,0,1
55+,30.7349999999,alive,none,belted,1,m,31,1999,1986,unavail,driver,0,3
10-24,38.9939999999,alive,airbag,belted,1,m,28,2002,1997,deploy,driver,1,1
10-24,134.1469999999,alive,airbag,belted,1,m,41,2000,1994,deploy,driver,1,0
25-39,680.6059999987,alive,none,none,0,f,66,1997,1989,unavail,driver,0,0
10-24,168.5169999991,alive,none,none,0,m,41,1997,1983,unavail,driver,0,0
25-39,26.3879999998,alive,airbag,belted,1,m,16,2002,2001,deploy,pass,1,3
10-24,1216.4929999858,alive,airbag,none,0,m,24,1998,1997,nodeploy,driver,0,0
55+,48.2049999996,alive,airbag,belted,1,m,53,1999,1997,deploy,driver,1,3
25-39,49.7749999999,alive,airbag,belted,1,f,57,1997,1995,deploy,driver,1,2
10-24,428.9329999983,alive,airbag,none,1,f,26,1998,1993,deploy,driver,1,2
25-39,26.8959999999,alive,none,belted,1,m,65,2001,1993,unavail,driver,0,2
1-9km/h,1137.1509999931,alive,airbag,none,0,f,38,2001,1996,nodeploy,driver,0,0
10-24,409.3329999968,alive,airbag,none,0,f,46,2000,1999,nodeploy,driver,0,0
25-39,9.2849999999,alive,none,belted,1,f,50,2001,1992,unavail,driver,0,3
25-39,5.329,alive,none,belted,1,m,51,1998,1988,unavail,driver,0,0
40-54,1110.2339999974,alive,airbag,none,0,m,47,1998,1996,nodeploy,driver,0,2
25-39,66.5999999996,alive,none,belted,1,f,18,1998,1986,unavail,driver,0,3
25-39,15.6079999999,alive,airbag,belted,1,m,18,2000,2000,deploy,driver,1,0
10-24,42.5009999997,alive,airbag,belted,1,f,30,2002,1993,nodeploy,pass,0,2
10-24,1522.8409999907,alive,airbag,belted,1,m,45,2002,1996,deploy,driver,1,0
10-24,141.1829999983,alive,airbag,belted,0,m,49,1999,1994,nodeploy,driver,0,3
25-39,50.6169999996,alive,airbag,belted,1,m,22,1997,1996,deploy,driver,1,3
55+,18.8949999998,alive,airbag,belted,0,f,49,2002,2000,nodeploy,driver,0,2
25-39,20.2559999998,alive,none,belted,0,f,70,1998,1987,unavail,driver,0,3
25-39,23.0809999998,alive,airbag,belted,1,f,24,2000,1997,deploy,pass,1,1
55+,85.2429999998,alive,airbag,belted,1,m,21,2002,1993,deploy,driver,1,1
25-39,174.9449999984,alive,none,belted,0,f,17,1999,1986,unavail,driver,0,1
10-24,229.5819999985,alive,airbag,none,1,m,52,2002,1995,deploy,driver,1,3
10-24,7038.1109999418,alive,none,belted,1,f,27,1998,1989,unavail,driver,0,0
25-39,14.0049999999,alive,none,none,1,f,81,1998,1990,unavail,driver,0,1
25-39,43.423,alive,airbag,belted,1,m,23,2001,1996,deploy,driver,1,2
10-24,78.5449999999,alive,airbag,belted,1,m,72,2001,2000,deploy,driver,1,1
40-54,33.9149999996,alive,airbag,belted,1,m,16,2001,2000,deploy,pass,1,2
10-24,528.9479999989,alive,airbag,belted,1,m,44,2000,2000,deploy,driver,1,1
25-39,42.6089999997,dead,airbag,belted,0,f,37,1999,1997,deploy,pass,1,4
25-39,11.7829999999,alive,none,none,1,m,73,2001,1989,unavail,driver,0,3
10-24,466.9699999988,alive,airbag,none,0,m,38,2001,1994,nodeploy,driver,0,0
10-24,2002.1579999924,alive,none,belted,1,m,65,2000,1989,unavail,driver,0,0
10-24,369.123999998,alive,none,none,0,m,34,1998,1984,unavail,pass,0,0
25-39,44.3029999998,alive,airbag,belted,0,m,72,2002,1998,deploy,driver,1,2
40-54,12.536,alive,airbag,none,1,m,28,1997,1995,deploy,driver,1,2
25-39,36.4019999998,alive,airbag,none,1,f,48,2000,1993,deploy,driver,1,3
55+,11.7829999999,alive,none,belted,1,f,54,2001,1986,unavail,driver,0,3
10-24,4493.5479999781,alive,none,none,0,m,32,2001,1993,unavail,pass,0,2
25-39,211.9559999984,alive,airbag,belted,1,m,28,2002,2001,nodeploy,driver,0,1
40-54,72.0229999991,alive,airbag,none,0,f,33,1999,1991,nodeploy,pass,0,0
10-24,5.194,alive,airbag,belted,1,f,22,1997,1995,deploy,driver,1,3
10-24,824.9189999998,alive,airbag,belted,1,f,36,2000,1997,deploy,driver,1,0
10-24,117.2689999994,alive,none,belted,0,m,16,1998,1988,unavail,pass,0,1
10-24,299.175999999,alive,airbag,belted,0,f,26,2002,2001,nodeploy,driver,0,1
10-24,21.3659999999,alive,airbag,belted,1,m,17,1999,1999,deploy,driver,1,2
10-24,469.1409999989,alive,none,belted,0,m,19,1998,1984,unavail,driver,0,1
10-24,60.4959999998,dead,airbag,belted,0,m,28,2002,2002,nodeploy,driver,0,4
55+,18.6549999998,alive,airbag,none,1,m,38,2002,2002,deploy,driver,1,3
10-24,162.3889999986,alive,airbag,belted,0,m,53,2001,1996,nodeploy,driver,0,1
25-39,490.4349999987,alive,airbag,belted,0,m,81,2000,1997,deploy,driver,1,0
10-24,33.4719999996,alive,airbag,belted,0,f,62,2002,2001,nodeploy,driver,0,2
25-39,354.5309999995,alive,none,belted,1,f,39,1997,1988,unavail,driver,0,1
10-24,5451.1839999557,alive,airbag,belted,1,f,64,2002,2001,deploy,driver,1,1
55+,125.0429999996,alive,airbag,belted,1,f,62,1999,1995,deploy,driver,1,3
55+,27.1459999999,alive,airbag,belted,1,f,23,2000,1996,deploy,driver,1,3
10-24,372.4399999976,alive,airbag,belted,1,m,32,2002,2000,deploy,driver,1,0
25-39,52.227,alive,none,belted,1,m,24,1999,1993,unavail,driver,0,3
25-39,39.6459999997,alive,none,belted,1,m,17,1998,1992,unavail,pass,0,0
25-39,5400.1069999933,alive,airbag,belted,1,f,41,2002,1991,deploy,driver,1,1
10-24,12.193,alive,none,belted,1,f,17,1998,1988,unavail,driver,0,1
55+,10.9169999999,alive,airbag,none,1,m,45,1999,1996,deploy,pass,1,3
25-39,49.7749999999,alive,airbag,belted,0,f,23,1997,1993,nodeploy,driver,0,0
25-39,101.7949999999,alive,none,belted,0,m,23,2002,1985,unavail,driver,0,3
25-39,921.5169999972,alive,airbag,belted,0,,39,1998,1996,nodeploy,pass,0,0
40-54,87.1349999998,alive,airbag,none,0,m,16,1997,1996,deploy,driver,1,3
25-39,13.0049999999,alive,airbag,none,1,m,84,2002,1998,deploy,driver,1,3
10-24,84.1569999997,alive,airbag,belted,1,m,36,1999,1998,deploy,pass,1,3
10-24,1764.8829999864,alive,airbag,none,1,f,27,2001,2001,nodeploy,driver,0,0
10-24,76.3099999996,alive,none,belted,1,m,47,1997,1985,unavail,pass,0,0
10-24,591.4699999988,alive,airbag,belted,0,f,34,1997,1995,nodeploy,driver,0,0
10-24,63.1239999998,alive,airbag,belted,0,f,61,2000,1993,deploy,driver,1,3
10-24,105.2529999996,alive,none,none,1,m,26,1998,1986,unavail,pass,0,0
1-9km/h,940.8839999959,alive,airbag,belted,0,f,17,2000,1996,nodeploy,pass,0,
10-24,79.7589999996,alive,airbag,belted,1,m,26,2002,1996,nodeploy,driver,0,3
40-54,52.4139999999,dead,none,belted,0,m,17,1998,1987,unavail,driver,0,4
40-54,44.1369999996,alive,airbag,belted,1,f,71,1997,1996,deploy,pass,1,3
55+,8.806,dead,none,none,1,m,39,1998,1992,unavail,driver,0,4
10-24,0,alive,airbag,belted,1,m,35,2001,2001,deploy,driver,1,0
25-39,148.9579999987,alive,none,belted,1,m,76,2001,1989,unavail,driver,0,3
10-24,465.8619999997,alive,airbag,belted,0,f,38,2002,1992,nodeploy,driver,0,1
10-24,1695.9009999931,alive,airbag,belted,0,m,45,1998,1997,nodeploy,driver,0,1
25-39,43.6659999997,alive,airbag,none,1,m,30,2001,1997,deploy,driver,1,1
10-24,59.3759999997,alive,airbag,belted,0,f,55,1998,1996,nodeploy,driver,0,1
40-54,205.3319999985,alive,none,belted,0,f,26,1998,1990,unavail,driver,0,2
10-24,43.2879999997,alive,airbag,none,0,f,17,1998,1995,deploy,driver,1,0
40-54,163.727,alive,none,none,1,m,28,1998,1979,unavail,driver,0,3
1-9km/h,25.0669999998,alive,airbag,belted,1,m,66,2002,2003,deploy,driver,1,3
10-24,443.3829999976,alive,none,none,1,m,92,2002,1989,unavail,pass,0,1
40-54,48.3119999999,alive,none,belted,1,m,41,2002,1991,unavail,driver,0,3
40-54,29.4209999999,alive,none,belted,1,f,73,2000,1991,unavail,driver,0,3
10-24,29.301,alive,airbag,none,1,m,27,2001,1998,deploy,driver,1,3
10-24,1095.3509999961,alive,none,belted,0,m,36,1998,1984,unavail,driver,0,0
40-54,70.0779999997,alive,airbag,belted,1,m,29,2001,1999,deploy,driver,1,3
55+,14.0369999999,alive,none,none,1,m,21,1997,1990,unavail,driver,0,3
10-24,20.0219999999,alive,none,belted,0,f,49,2001,1984,unavail,driver,0,3
10-24,15459.6399999857,alive,airbag,belted,1,f,47,2002,2000,nodeploy,pass,0,0
55+,9.2849999999,alive,none,none,1,m,20,2001,1985,unavail,driver,0,3
10-24,28.8939999999,alive,airbag,none,1,m,22,1998,1995,nodeploy,driver,0,0
10-24,572.8329999968,alive,none,none,0,f,38,2001,1981,unavail,driver,0,0
25-39,280.1419999972,alive,airbag,belted,1,f,37,2002,1994,deploy,driver,1,1
1-9km/h,540.8869999945,alive,airbag,none,0,f,30,2000,1997,nodeploy,driver,0,0
1-9km/h,6741,alive,none,belted,0,m,26,1997,1987,unavail,driver,0,0
55+,21.1679999998,dead,none,belted,1,m,43,2000,1994,unavail,driver,0,4
55+,237.2879999988,dead,none,none,1,m,44,1997,1979,unavail,driver,0,4
10-24,884.8359999955,alive,none,belted,0,m,35,1998,1990,unavail,driver,0,0
25-39,394.5529999994,alive,airbag,belted,1,m,23,1999,1999,nodeploy,driver,0,2
10-24,1242.4309999943,alive,airbag,belted,1,m,37,1999,1992,nodeploy,driver,0,0
25-39,8.4809999999,dead,none,none,1,m,18,1997,1985,unavail,driver,0,4
25-39,38.8439999996,alive,airbag,belted,1,m,63,2002,2001,deploy,driver,1,1
10-24,1456.8149999976,alive,none,belted,1,f,16,1999,1986,unavail,pass,0,0
25-39,1914.2079999894,alive,none,belted,0,f,38,1998,1992,unavail,driver,0,1
10-24,682.2569999993,alive,none,belted,1,f,57,1997,1988,unavail,driver,0,2
10-24,29.2969999998,alive,airbag,none,1,m,23,2000,1995,nodeploy,driver,0,3
25-39,75.0539999995,alive,none,belted,1,m,48,1998,1988,unavail,driver,0,0
10-24,31.1549999998,alive,none,none,1,f,64,1998,1989,unavail,pass,0,2
25-39,43.423,alive,airbag,belted,1,m,21,2001,1996,deploy,pass,1,2
25-39,27.5329999998,alive,none,belted,1,f,46,2000,1989,unavail,driver,0,2
10-24,255.584999999,alive,airbag,belted,1,f,51,1998,1995,deploy,pass,1,0
10-24,306.7149999999,alive,none,belted,0,m,20,2000,1991,unavail,pass,0,0
25-39,21.1399999999,alive,none,none,1,m,44,2002,1990,unavail,driver,0,3
55+,180.550999999,dead,none,belted,1,m,49,2000,1984,unavail,driver,0,4
25-39,11.6519999999,dead,none,belted,0,f,17,1997,1989,unavail,pass,0,4
25-39,54.031,alive,airbag,none,1,f,73,2000,1994,deploy,pass,1,3
25-39,12.3809999999,alive,airbag,belted,0,f,80,1998,1996,nodeploy,driver,0,3
40-54,20.321,alive,none,belted,1,m,46,1997,1994,unavail,driver,0,2
10-24,3138.1209999919,alive,none,belted,1,m,25,2001,1989,unavail,driver,0,0
10-24,7.589,alive,none,none,1,m,34,2002,1994,unavail,pass,0,3
10-24,4213.5699999929,alive,airbag,belted,1,m,25,2000,1994,nodeploy,driver,0,0
10-24,322.2929999977,alive,none,belted,1,f,82,1999,1986,unavail,driver,0,1
1-9km/h,974.3729999959,alive,none,belted,0,m,17,1999,1983,unavail,driver,0,0
10-24,104.6109999996,alive,airbag,belted,1,f,80,2002,1998,deploy,pass,1,0
10-24,231.1999999993,alive,airbag,belted,1,f,45,2001,2000,deploy,driver,1,0
55+,16.5379999999,dead,airbag,belted,1,m,16,2002,2000,deploy,driver,1,4
25-39,289.493999999,alive,none,none,1,f,29,1998,1990,unavail,driver,0,2
25-39,560.310999997,alive,airbag,belted,1,m,16,2000,2000,deploy,driver,1,3
25-39,66.409,alive,airbag,belted,1,f,26,1997,1996,deploy,driver,1,2
25-39,6.705,alive,airbag,none,1,m,19,1998,1996,deploy,pass,1,3
25-39,18.24,alive,none,none,1,m,17,1999,1993,unavail,pass,0,3
10-24,87.1349999998,alive,none,belted,1,m,49,1997,1993,unavail,driver,0,0
25-39,30.2899999998,alive,none,belted,1,m,42,1997,1990,unavail,driver,0,3
25-39,485.8089999966,alive,airbag,belted,1,f,20,2002,1994,deploy,driver,1,2
25-39,23.0809999998,alive,airbag,belted,0,f,16,2000,1996,nodeploy,pass,0,2
10-24,343.1079999991,alive,airbag,belted,1,f,44,1999,1999,deploy,driver,1,0
10-24,1052.8519999981,alive,airbag,belted,0,f,44,2001,1993,nodeploy,driver,0,0
10-24,113.8949999996,alive,none,none,0,f,27,1999,1988,unavail,driver,0,3
25-39,504.9649999999,alive,airbag,none,1,f,43,2002,1999,deploy,driver,1,0
10-24,86.051,alive,airbag,none,0,f,47,2000,1995,nodeploy,pass,0,1
40-54,8.264,dead,airbag,none,0,f,17,2000,1991,nodeploy,pass,0,3
10-24,4335.9399999976,alive,none,belted,1,m,70,1999,1991,unavail,driver,0,0
10-24,24.3689999999,alive,airbag,belted,0,m,36,1999,1991,deploy,driver,1,3
10-24,54.3299999996,alive,airbag,belted,1,m,46,1999,1997,nodeploy,driver,0,0
10-24,283.1019999981,alive,airbag,belted,1,m,40,1999,1998,nodeploy,driver,0,0
25-39,21.1399999999,alive,airbag,none,1,f,42,2002,1995,deploy,driver,1,3
10-24,242.3329999987,alive,airbag,none,0,m,74,2001,2000,nodeploy,driver,0,0
40-54,12.3829999999,alive,none,none,1,m,23,1997,1988,unavail,driver,0,3
25-39,110.7779999999,alive,none,none,0,m,79,1997,1990,unavail,driver,0,2
25-39,136.4749999996,alive,none,belted,1,f,36,1997,1990,unavail,pass,0,2
10-24,133.9799999986,alive,none,none,1,f,39,2000,1991,unavail,driver,0,0
55+,49.4829999995,alive,airbag,belted,0,m,32,2000,1990,deploy,driver,1,2
25-39,58.4379999996,alive,airbag,belted,1,f,24,2002,2001,deploy,driver,1,3
10-24,2763.3329999745,alive,none,belted,1,m,18,1997,1989,unavail,driver,0,1
10-24,27.7009999999,alive,none,belted,1,m,42,2000,1988,unavail,driver,0,3
25-39,10.9169999999,alive,airbag,belted,1,m,80,1999,1997,deploy,driver,1,1
25-39,796.5349999964,alive,airbag,belted,1,m,17,1999,1995,nodeploy,driver,0,0
10-24,917.1549999937,alive,airbag,belted,0,m,31,1998,1994,nodeploy,driver,0,0
25-39,52.4139999999,alive,airbag,belted,1,m,48,1998,1996,deploy,driver,1,2
10-24,160.7869999986,alive,airbag,belted,0,f,59,1998,1992,deploy,driver,1,1
10-24,33.1529999999,alive,airbag,belted,1,m,20,2000,1998,nodeploy,driver,0,2
10-24,812.8689999953,alive,none,belted,0,m,40,1997,1984,unavail,driver,0,1
10-24,978.0679999962,alive,airbag,none,1,f,46,2001,1994,deploy,driver,1,0
10-24,766.7179999948,alive,none,belted,0,m,32,1998,1987,unavail,driver,0,0
25-39,161.6769999992,alive,airbag,none,,m,23,2002,1995,deploy,driver,1,3
40-54,132.3859999999,alive,airbag,none,0,f,19,1999,1995,deploy,driver,1,3
10-24,231.5769999996,alive,none,belted,0,f,66,1998,1984,unavail,driver,0,1
40-54,9.7849999999,alive,none,belted,0,m,25,2000,1986,unavail,driver,0,1
10-24,46.7199999997,alive,airbag,belted,1,f,17,1998,1988,deploy,driver,1,2
10-24,353.2459999993,alive,airbag,belted,0,m,25,2001,2000,nodeploy,driver,0,0
40-54,468.5249999985,alive,none,none,0,m,19,2001,1988,unavail,pass,0,0
10-24,907.7349999994,alive,airbag,belted,1,f,49,2002,2002,deploy,driver,1,0
10-24,232.8319999985,alive,none,belted,1,m,26,2001,1988,unavail,pass,0,2
25-39,958.1879999936,alive,airbag,belted,1,m,40,2001,1998,deploy,driver,1,0
10-24,18.9569999999,dead,airbag,none,1,f,23,1999,1993,deploy,driver,1,4
40-54,9.8289999999,alive,none,none,1,f,28,2000,1987,unavail,driver,0,3
10-24,515.9969999939,alive,none,belted,1,m,29,1998,1990,unavail,driver,0,0
40-54,10.7779999999,alive,none,belted,1,m,17,2001,1986,unavail,driver,0,2
40-54,23.4939999999,alive,airbag,none,1,f,16,1997,1993,deploy,driver,1,1
10-24,112.0929999994,alive,airbag,belted,1,f,82,2000,2000,nodeploy,driver,0,0
10-24,81.6459999997,alive,none,belted,1,m,27,2000,1994,unavail,driver,0,1
10-24,35.8909999998,alive,airbag,none,0,f,25,2000,1998,nodeploy,driver,0,1
40-54,160.7309999987,alive,airbag,none,1,m,47,2000,1996,deploy,driver,1,3
10-24,45.3879999998,alive,airbag,belted,1,m,34,1999,1998,deploy,pass,1,2
55+,7.387,dead,airbag,belted,0,f,86,2002,2002,deploy,pass,1,4
55+,33.2879999997,alive,none,none,1,f,41,1997,1985,unavail,driver,0,3
1-9km/h,2068.875,alive,none,belted,1,m,50,2002,1990,unavail,driver,0,0
25-39,304.2759999968,alive,airbag,belted,0,m,48,2002,1993,nodeploy,driver,0,1
10-24,3.028,alive,airbag,belted,1,m,30,1997,1993,nodeploy,driver,0,2
10-24,172.7569999993,alive,airbag,none,1,m,55,1999,1997,deploy,driver,1,2
25-39,651.4219999984,alive,none,none,1,m,20,2002,1987,unavail,driver,0,2
25-39,1765.7269999981,alive,none,belted,1,m,38,2000,1991,unavail,driver,0,0
40-54,72.176,alive,none,belted,0,f,32,2001,1994,unavail,pass,0,0
25-39,33.7029999997,alive,airbag,belted,0,f,23,2002,2001,nodeploy,driver,0,3
10-24,4.311,alive,airbag,belted,1,m,21,2000,1999,deploy,driver,1,3
10-24,68.5089999996,alive,none,belted,1,m,45,2001,1980,unavail,driver,0,1
55+,13.654,dead,airbag,belted,1,m,42,2002,1995,deploy,driver,1,4
10-24,1408.9899999946,alive,airbag,belted,0,m,18,1999,1993,nodeploy,driver,0,5
10-24,4572.4959999919,alive,airbag,belted,0,m,16,2001,1995,deploy,driver,1,2
25-39,65.9819999998,dead,airbag,none,1,f,80,1998,1993,deploy,driver,1,4
40-54,17.2799999998,alive,airbag,belted,1,f,29,1999,1995,deploy,driver,1,3
10-24,169.5029999986,alive,none,belted,0,f,37,2001,1989,unavail,driver,0,3
25-39,86.6239999998,alive,none,belted,0,f,65,1998,1995,unavail,pass,0,3
25-39,425.310999997,alive,none,belted,0,f,22,2000,1992,unavail,driver,0,3
40-54,585.8349999934,alive,none,belted,1,m,32,2001,1983,unavail,driver,0,1
25-39,680.0029999986,alive,airbag,none,0,m,68,2001,1993,nodeploy,driver,0,3
25-39,199.0529999994,alive,airbag,belted,0,m,76,2002,1996,nodeploy,driver,0,2
25-39,81.517,alive,none,belted,1,f,70,1998,1984,unavail,driver,0,3
40-54,27.8069999998,alive,airbag,none,0,f,28,2001,1998,nodeploy,driver,0,3
25-39,4.974,alive,none,belted,0,m,47,1998,1988,unavail,pass,0,
10-24,42.2089999998,alive,airbag,belted,1,f,22,2002,2001,deploy,driver,1,1
25-39,14.115,alive,airbag,belted,0,f,19,1999,1997,nodeploy,pass,0,1
10-24,7282.317999959,alive,airbag,belted,1,f,41,2001,1997,deploy,driver,1,2
10-24,141.5,alive,airbag,belted,1,f,21,2001,2002,deploy,driver,1,3
