year,age,maritl,race,education,jobclass,health,health_ins,wage
2003,48,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,125.5254984338
2003,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,141.0888743913
2007,38,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,128.6804882206
2009,51,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,82.6796372966
2003,24,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,63.1888610037
2005,50,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,97.4932940454
2006,47,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,86.6951548289
2003,41,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9821773775
2003,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,49.5553381215
2009,36,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,87.9810327856
2009,32,2. Married,3. Asian,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,138.2991269209
2003,58,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,65.1108537153
2007,35,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,109.8339856422
2003,32,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,66.9616443217
2005,22,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,94.0727147457
2004,24,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,59.0970640816
2004,39,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,123.0896998479
2009,42,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2005,43,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,141.7751723332
2006,42,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,138.2991269209
2003,53,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,99.6894636985
2006,41,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593399
2007,50,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.2047388929
2005,41,4. Divorced,4. Other,3. Some College,2. Information,1. <=Good,1. Yes,117.1468169148
2004,39,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,95.230712567
2004,37,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,34.6074177301
2003,31,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,2. No,87.9810327856
2004,40,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,68.5721657023
2006,40,1. Never Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,103.9024706032
2004,73,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,75.355679318
2009,36,2. Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,150.6951821017
2008,45,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896504899
2006,48,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2008,58,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,105.9278107751
2008,39,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,103.9024706032
2006,25,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,76.8936025176
2009,31,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,133.2323508266
2007,30,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,182.0206209635
2003,26,1. Never Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.2662920126
2009,54,2. Married,2. Black,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894636985
2007,63,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,109.8339856422
2006,54,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966
2005,47,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,120.5894365304
2009,54,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2009,44,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,71.6867436659
2008,34,2. Married,1. White,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,118.8843593399
2008,25,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,56.4538649754
2004,33,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,81.2832532843
2009,29,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,112.6488963421
2005,48,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,163.5158639762
2003,58,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,130.9821773775
2006,41,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,127.1157438122
2003,49,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,123.3361039621
2007,28,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,84.1000101164
2008,43,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,276.7784133212
2008,22,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,81.2832532843
2003,46,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894636985
2007,50,2. Married,3. Asian,3. Some College,1. Industrial,2. >=Very Good,2. No,118.8843593399
2005,36,2. Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438122
2007,56,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,2. No,99.6894636985
2008,37,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,70.4760196469
2008,29,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2006,31,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2005,40,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,120.9267015444
2005,51,4. Divorced,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,109.8339856422
2003,33,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,107.9039238669
2007,48,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,127.1157438122
2005,29,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2004,46,4. Divorced,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894636985
2005,36,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,62.1986794303
2006,33,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,136.1577108372
2003,40,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,112.6488963421
2006,37,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,92.8958447895
2004,35,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,106.9218140912
2004,44,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.8936025176
2007,41,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,284.5247409022
2006,45,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,200.5432623247
2005,59,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,104.9215065337
2006,23,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,75.355679318
2008,38,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,115.3750385564
2007,21,1. Never Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,96.144072212
2009,47,2. Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754083
2004,42,4. Divorced,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,111.720849361
2004,59,2. Married,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.2107611661
2004,49,2. Married,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,111.720849361
2006,45,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,95.230712567
2007,61,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.8339856422
2006,53,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,160.6424754083
2003,42,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365304
2007,42,2. Married,1. White,3. Some College,2. Information,1. <=Good,2. No,95.6888119067
2009,44,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,94.0727147457
2004,54,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,200.5432623247
2008,35,2. Married,3. Asian,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153
2005,31,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,73.7757432747
2007,39,2. Married,4. Other,4. College Grad,2. Information,1. <=Good,1. Yes,104.9215065337
2007,51,2. Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,2. No,97.4932940454
2008,26,2. Married,4. Other,3. Some College,2. Information,2. >=Very Good,1. Yes,76.8936025176
2007,67,2. Married,2. Black,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,129.4536445766
2005,46,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,91.6992261117
2003,30,1. Never Married,3. Asian,2. HS Grad,2. Information,2. >=Very Good,2. No,99.6894636985
2009,58,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2007,45,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.791348081
2009,53,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9821773775
2006,52,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,127.9012329791
2006,37,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,75.0431540174
2008,41,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,157.7005277257
2003,42,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.383940379
2005,48,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.2991269209
2006,54,5. Separated,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2003,28,1. Never Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591026
2007,38,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2005,42,5. Separated,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,91.6026156625
2008,40,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821773775
2008,39,1. Never Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,128.6804882206
2008,23,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,84.045957654
2005,47,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.8958447895
2004,51,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,81.2832532843
2005,45,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,134.7053751189
2006,20,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,69.9291272064
2004,47,2. Married,3. Asian,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2008,71,2. Married,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,94.0727147457
2008,23,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,27.1405792079
2008,45,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754083
2007,53,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,148.4131591026
2005,45,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623247
2004,56,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,120.9267015444
2007,66,2. Married,1. White,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,99.6894636985
2003,50,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751189
2003,63,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,113.5670895698
2008,55,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412339
2006,55,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,81.2832532843
2008,59,4. Divorced,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,73.7757432747
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.383940379
2003,37,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,111.720849361
2004,25,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,91.6992261117
2005,49,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,277.601417511
2005,39,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821773775
2004,43,2. Married,2. Black,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,79.8549003093
2006,28,1. Never Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2008,54,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,107.9039238669
2003,30,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,63.1888610037
2008,47,1. Never Married,2. Black,5. Advanced Degree,2. Information,1. <=Good,1. Yes,141.7751723332
2009,47,4. Divorced,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,144.4780876654
2009,31,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438122
2003,61,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,56.9055391447
2003,46,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,106.7239776253
2006,47,2. Married,2. Black,2. HS Grad,2. Information,2. >=Very Good,2. No,117.1468169148
2003,59,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,67.3689820807
2003,59,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2005,40,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,78.392466801
2008,31,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,76.283277854
2004,38,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,102.8702469332
2006,31,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,43.735111678
2003,33,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,104.9215065337
2005,42,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,123.0896998479
2003,30,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,95.230712567
2009,56,1. Never Married,2. Black,1. < HS Grad,2. Information,1. <=Good,2. No,79.8549003093
2005,30,2. Married,2. Black,4. College Grad,2. Information,2. >=Very Good,2. No,94.0727147457
2003,27,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,116.1766951711
2008,49,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723332
2004,31,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,101.8243520757
2007,28,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,139.7030715277
2003,33,1. Never Married,3. Asian,3. Some College,2. Information,2. >=Very Good,1. Yes,81.2832532843
2009,32,1. Never Married,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,91.6992261117
2004,43,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,171.7651326275
2009,49,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856422
2007,33,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.6894636985
2006,45,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,157.7005277257
2008,45,2. Married,1. White,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,200.5432623247
2005,28,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,108.8745258347
2006,58,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,79.8549003093
2004,33,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,87.9810327856
2008,33,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,125.5254984338
2004,43,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.2832532843
2007,46,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894636985
2005,46,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,90.4819133566
2004,54,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896504899
2006,61,3. Widowed,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,111.4404695671
2005,40,2. Married,3. Asian,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,163.5158639762
2005,40,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,94.0727147457
2006,49,1. Never Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591026
2004,24,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,74.5711617724
2008,32,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,73.7757432747
2003,31,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,139.7030715277
2005,40,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2005,33,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,136.8763676352
2009,62,2. Married,2. Black,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2007,51,2. Married,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,191.5736835484
2008,50,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2009,42,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,112.6488963421
2006,45,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,101.402052303
2005,42,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,134.7053751189
2007,41,4. Divorced,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,97.4932940454
2008,62,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.492479518
2003,50,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751189
2009,37,2. Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,107.2560621284
2009,27,1. Never Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,200.5432623247
2009,74,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2004,32,1. Never Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
